cardholderid,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
LA-014-1166,19750.0,21109.74,0.263,11607.14,5613.08,0.0767,0.0356,23119.05,24378.32,0.1151
RI-005-1051,19860.7,22034.3,0.5507,13743.59,6352.45,0.1068,0.126,19794.52,26423.87,0.2
EN-008-1024,20347.83,22689.49,0.6301,12805.56,5960.92,0.0986,0.1425,16450.0,21005.06,0.2192
KN-003-1028,23312.5,26566.44,0.3507,12800.0,6708.99,0.0548,0.0466,23634.15,22378.29,0.1123
EN-005-1014,20519.23,22962.36,0.7123,11976.19,6217.55,0.1151,0.0986,22700.0,22766.05,0.274
KN-003-1021,17585.94,20684.94,0.3507,8793.1,3589.46,0.0795,0.0466,25439.02,28399.87,0.1123
KN-003-1137,22632.48,24686.17,0.3205,12000.0,6024.95,0.0575,0.0685,24204.08,23687.18,0.1342
LA-015-1204,17918.6,18058.22,0.2356,9647.06,5159.23,0.0466,0.0493,21850.0,24293.66,0.1096
KN-010-1070,20027.27,19507.45,0.3014,12925.93,6627.02,0.074,0.0795,23954.55,27722.0,0.1205
LA-007-1017,27260.0,28653.49,0.274,10551.72,5735.77,0.0795,0.0493,22575.0,25681.37,0.1096
KN-006-1160,16831.78,19319.79,0.2932,12608.7,6221.22,0.063,0.0603,17895.83,20687.38,0.1315
KN-010-1036,19313.56,21997.16,0.3233,11318.18,5735.32,0.0603,0.0685,20632.65,20772.27,0.1342
EN-001-1009,21060.34,23190.64,0.6356,12846.15,5845.68,0.1425,0.1068,23807.23,28744.65,0.2274
KN-009-1133,22960.0,24847.73,0.3425,10541.67,5291.33,0.0658,0.0849,17800.0,18947.83,0.137
EN-003-1032,20548.25,23428.44,0.6247,11261.9,5785.01,0.1151,0.1315,21024.39,21604.17,0.2247
KN-010-1118,20085.11,24355.84,0.3863,14695.65,6262.69,0.063,0.0767,21000.0,25182.6,0.137
LA-012-1291,22129.87,24996.5,0.211,11869.57,6305.15,0.063,0.0521,24153.85,20713.0,0.1068
RI-006-1062,21676.77,26824.99,0.5425,10275.0,5178.79,0.1096,0.1397,23225.81,23983.75,0.2548
KN-003-1013,23028.37,25673.48,0.3863,11962.96,6400.01,0.074,0.063,22431.37,28987.07,0.1397
LA-009-1011,21140.19,23039.12,0.2932,13400.0,6294.53,0.0548,0.0548,18454.55,15878.62,0.0904
LA-011-1099,30945.21,30484.46,0.2,11875.0,5909.03,0.0438,0.0603,27022.22,26767.93,0.1233
RI-010-1107,22276.47,24485.23,0.4658,9911.76,5011.31,0.0932,0.1315,19822.78,23599.63,0.2164
EN-007-1094,20714.29,22870.63,0.6329,11863.64,6090.75,0.1205,0.126,21318.18,23515.49,0.2411
FC-002-1040,21446.11,23703.03,0.9151,9212.5,6389.65,0.2192,0.189,21874.02,22672.97,0.3479
FC-003-1005,20524.69,23757.6,0.8877,9395.35,6428.39,0.2356,0.189,24800.0,27569.45,0.3836
LA-008-1162,22837.84,24395.43,0.3041,10357.14,5396.94,0.0767,0.0548,15620.69,15133.72,0.0795
RI-010-1055,22140.1,24141.67,0.5671,13277.78,5887.57,0.0986,0.137,22350.52,23108.01,0.2658
LA-003-1128,19445.65,20469.95,0.2521,11875.0,6591.66,0.0438,0.0384,19131.58,20827.7,0.1041
EN-009-1077,22470.32,24326.77,0.6,10977.78,5412.48,0.1233,0.1315,24276.19,26717.0,0.2877
KN-006-1229,19663.64,22011.37,0.3014,11882.35,6323.39,0.0466,0.0658,18523.81,19067.58,0.1151
LA-013-1089,24840.91,25469.34,0.2411,10100.0,5369.5,0.0548,0.0548,26160.0,28604.52,0.137
RI-006-1093,22668.37,22199.03,0.537,8760.0,4511.84,0.0685,0.1205,17565.79,18315.99,0.2082
LA-009-1228,23151.52,25130.01,0.2712,12307.69,6434.08,0.0356,0.063,27468.75,23345.9,0.0877
EN-005-1025,22289.26,24344.67,0.663,11886.36,5807.84,0.1205,0.137,22367.82,23999.57,0.2384
EN-007-1061,19722.47,20841.96,0.6219,11936.17,6055.56,0.1288,0.126,20578.31,25518.58,0.2274
LA-015-1213,21681.82,20624.47,0.2411,10600.0,5771.07,0.0548,0.0356,15090.91,14614.56,0.0904
RI-007-1071,18472.22,20128.76,0.4932,11000.0,5220.71,0.1205,0.1041,20207.32,23933.41,0.2247
LA-006-1193,22260.87,21755.86,0.3151,10125.0,5136.47,0.0438,0.0493,30102.56,31208.8,0.1068
KN-003-1087,17655.74,20377.34,0.3342,12555.56,6452.99,0.074,0.0712,18307.69,19199.2,0.1425
KN-009-1157,20027.52,19474.32,0.2986,12458.33,6086.19,0.0658,0.074,16781.25,21302.33,0.0877
RI-003-1054,21990.52,24596.94,0.5781,12459.46,6135.48,0.1014,0.1342,21743.24,21695.31,0.2027
FC-003-1006,22330.6,24942.95,1.0027,9782.61,6771.2,0.189,0.1808,19140.19,21064.79,0.2932
KN-008-1130,23500.0,26342.72,0.3178,11000.0,5696.89,0.063,0.0986,26500.0,29778.64,0.1205
RI-001-1034,20275.13,22431.18,0.5178,10526.32,5186.97,0.1041,0.0932,24837.5,24184.65,0.2192
EN-005-1059,22982.22,25406.16,0.6164,11239.13,5461.72,0.126,0.1452,19673.27,18773.44,0.2767
EN-001-1021,19321.95,22934.13,0.5616,12236.36,5856.19,0.1507,0.1315,26074.07,28274.01,0.2219
LA-013-1103,23950.98,25518.53,0.2795,12391.3,6401.27,0.063,0.0411,19933.33,24431.16,0.1233
FC-004-1003,24398.91,25901.06,1.0027,9367.65,6585.61,0.1863,0.2301,23863.95,25806.61,0.4027
KN-002-1065,16774.51,19664.47,0.2795,11681.82,5931.24,0.0603,0.0466,23186.05,24019.1,0.1178
KN-007-1027,18864.0,19970.68,0.3425,11105.26,5733.86,0.0521,0.0493,21470.59,24559.6,0.1397
FC-002-1035,22334.3,24947.09,0.9425,7986.84,5981.07,0.2082,0.1918,20888.89,24470.32,0.4192
LA-002-1212,23100.0,22546.57,0.3014,10214.29,4423.34,0.0384,0.0411,17228.57,16233.74,0.0959
KN-005-1028,19937.5,18716.6,0.3507,11777.78,6179.24,0.0493,0.0548,23000.0,27155.64,0.0986
RI-003-1095,19970.73,21148.61,0.5616,13025.64,5710.04,0.1068,0.0932,26259.74,27090.2,0.211
LA-012-1070,27350.65,26881.69,0.211,13277.78,6304.11,0.0493,0.0575,17500.0,19833.18,0.0877
LA-003-1065,21590.0,23081.36,0.274,11611.11,6279.18,0.0493,0.0521,22000.0,30567.71,0.074
EN-007-1008,21988.51,24333.34,0.7151,13510.2,6551.47,0.1342,0.1671,23244.9,27391.42,0.2685
KN-005-1066,24089.29,27296.03,0.3068,12360.0,6607.32,0.0685,0.0658,16641.51,17447.83,0.1452
LA-008-1271,22060.61,21761.61,0.2712,11565.22,5945.4,0.063,0.0575,22428.57,22682.07,0.0767
RI-009-1042,23471.96,22950.17,0.5863,9857.14,5210.55,0.1151,0.1205,20256.1,21524.5,0.2247
KN-007-1044,18101.56,19554.02,0.3507,10652.17,5236.31,0.063,0.0575,19477.27,19690.03,0.1205
LA-011-1028,24101.01,24572.05,0.2712,11600.0,5539.47,0.0411,0.0438,23541.67,25852.25,0.1315
LA-012-1259,23861.7,24776.25,0.2575,14208.33,6064.72,0.0658,0.0575,17100.0,17806.37,0.1096
KN-006-1019,19800.0,21851.52,0.3288,12450.0,5844.25,0.0548,0.0685,21211.54,20271.04,0.1425
RI-003-1048,20951.69,22927.02,0.5671,13294.12,6585.24,0.0932,0.1041,18462.69,16947.63,0.1836
RI-001-1003,21565.85,22887.02,0.5616,11114.29,5919.91,0.0959,0.1342,19370.0,21954.34,0.274
KN-003-1089,21854.84,25538.01,0.3397,12695.65,6197.03,0.063,0.0658,21000.0,22384.04,0.1233
KN-001-1078,21685.71,25295.68,0.2877,10857.14,6191.01,0.0575,0.0603,18785.71,21381.02,0.1151
RI-007-1097,20104.07,19667.07,0.6055,11325.58,5935.05,0.1178,0.0986,23157.89,24234.44,0.2082
KN-005-1219,19265.49,20673.92,0.3096,11692.31,6348.35,0.0712,0.0658,16976.74,18209.74,0.1178
LA-005-1271,21775.7,25701.59,0.2932,13250.0,6032.11,0.0329,0.0603,16568.18,15930.66,0.1205
LA-008-1260,21337.5,25253.12,0.2192,11388.89,5689.4,0.0493,0.063,23487.18,20183.2,0.1068
LA-008-1248,18500.0,17642.06,0.274,12066.67,6818.74,0.0411,0.0301,16148.15,15558.09,0.074
LA-006-1156,26000.0,27870.82,0.2548,12200.0,6699.68,0.0411,0.0384,23979.17,24012.84,0.1315
LA-005-1030,17936.17,21505.09,0.2575,12846.15,5970.01,0.0356,0.0548,14687.5,11064.15,0.0877
LA-011-1058,19285.71,22571.21,0.2301,13235.29,6694.49,0.0466,0.0493,21625.0,25761.62,0.0877
LA-015-1292,22287.5,21841.89,0.2192,10909.09,6106.63,0.0301,0.0548,26714.29,25336.06,0.0959
KN-001-1018,21210.94,22099.51,0.3507,11250.0,5398.59,0.0548,0.0822,21595.74,27620.61,0.1288
RI-007-1019,21063.83,23030.0,0.5151,11852.94,5919.32,0.0932,0.1041,20734.38,23204.57,0.1753
KN-003-1154,18076.92,17647.48,0.3205,12523.81,5537.32,0.0575,0.0603,22196.08,23816.82,0.1397
LA-003-1162,26819.05,26063.08,0.2877,13807.69,6487.03,0.0712,0.0548,17763.16,22479.34,0.1041
KN-007-1158,24283.33,24210.97,0.3288,11821.43,5395.84,0.0767,0.0438,22371.43,24308.18,0.0959
EN-004-1042,26802.82,28384.13,0.5836,12468.09,6128.52,0.1288,0.1068,20152.17,19833.89,0.2521
LA-003-1100,20933.33,23049.43,0.2466,11428.57,5774.14,0.0384,0.0466,18914.29,20543.17,0.0959
LA-014-1069,24522.22,26790.17,0.2466,11357.14,6789.21,0.0384,0.0521,21878.05,27063.07,0.1123
LA-015-1149,22617.02,23647.09,0.2575,11789.47,6621.34,0.0521,0.0329,16970.59,14981.78,0.0932
KN-007-1022,23467.89,24672.89,0.2986,11080.0,5873.1,0.0685,0.0712,23000.0,23584.0,0.1096
KN-004-1123,18131.78,18720.13,0.3534,9739.13,4412.97,0.063,0.063,24021.74,27591.05,0.126
FC-004-1022,20402.3,21791.37,0.9534,9311.69,6347.94,0.211,0.1918,20617.65,24315.84,0.3726
EN-008-1072,19538.12,21093.25,0.611,9619.05,4977.77,0.1151,0.1178,18558.14,22265.04,0.2356
RI-003-1019,19873.83,21134.89,0.5863,11585.37,5970.66,0.1123,0.1151,16697.37,18812.78,0.2082
RI-010-1121,21273.26,25134.51,0.4712,10142.86,4971.88,0.0767,0.1041,22767.12,24268.48,0.2
FC-002-1005,21896.65,23768.09,0.9808,10884.06,6406.65,0.189,0.2027,23419.85,26293.01,0.3589
RI-003-1005,18544.6,19780.97,0.5836,11367.35,5978.06,0.1342,0.0959,23869.05,26291.59,0.2301
KN-008-1028,19125.0,20313.46,0.263,12187.5,6389.77,0.0438,0.063,18727.27,22087.95,0.1205
KN-007-1195,19487.6,21305.76,0.3315,12137.93,5968.51,0.0795,0.0685,14547.17,17613.99,0.1452
EN-009-1043,21851.06,23755.68,0.6438,9457.14,4629.46,0.0959,0.1315,23703.3,23977.07,0.2493
KN-009-1046,23466.67,27873.71,0.2877,14818.18,5876.8,0.0603,0.0438,16250.0,17280.54,0.1315
KN-010-1074,23245.1,23659.06,0.2795,11400.0,6221.83,0.0274,0.0493,13073.17,11900.4,0.1123
LA-003-1229,22815.22,24381.55,0.2521,10866.67,4911.6,0.0411,0.0548,24565.22,22043.04,0.126
KN-004-1165,21513.51,23717.99,0.3041,12333.33,6271.63,0.0575,0.063,24473.68,27360.75,0.1562
RI-004-1045,21251.28,22169.07,0.5342,10739.13,5523.42,0.126,0.1342,20666.67,23656.25,0.2466
KN-001-1005,18456.9,19144.03,0.3178,11000.0,5930.15,0.0685,0.0767,19387.76,18804.72,0.1342
EN-006-1072,20741.78,24361.74,0.5836,9560.0,4928.72,0.137,0.1342,19772.73,21376.61,0.2411
EN-007-1070,21224.88,22513.93,0.5726,12413.04,5744.86,0.126,0.1041,20384.62,19361.92,0.2493
KN-001-1091,20317.46,21558.72,0.3452,12115.38,6068.46,0.0712,0.0438,20432.43,23515.41,0.1014
KN-005-1190,21259.26,21871.49,0.2959,12608.7,6191.92,0.063,0.0712,19285.71,22585.02,0.1342
FC-004-1044,21117.98,22980.89,0.9753,9905.88,6671.94,0.2329,0.1753,21521.43,22137.4,0.3836
LA-015-1156,21867.35,25764.45,0.2685,13000.0,6661.9,0.0603,0.063,21550.0,20769.74,0.1096
KN-008-1056,19425.93,19564.04,0.2959,10653.85,5373.58,0.0712,0.074,12425.53,14592.65,0.1288
LA-011-1171,24727.27,28720.1,0.2411,10906.25,5958.78,0.0877,0.0603,26621.62,21560.45,0.1014
LA-009-1198,27801.98,25017.2,0.2767,12555.56,6261.2,0.0493,0.0575,24073.17,26014.79,0.1123
KN-001-1077,21192.66,24425.8,0.2986,11000.0,5525.06,0.0548,0.0575,24550.0,21813.84,0.1096
KN-005-1206,21273.38,21223.04,0.3808,12523.81,6764.75,0.0575,0.0466,19659.09,23091.27,0.1205
EN-004-1053,20077.27,23458.28,0.6027,11827.59,6156.26,0.1589,0.1507,19597.56,21253.82,0.2247
KN-003-1094,22523.81,26392.78,0.2877,12423.08,6306.65,0.0712,0.0548,22434.78,27674.82,0.126
LA-007-1098,23990.74,23509.59,0.2959,12928.57,5594.84,0.0384,0.074,17085.71,18898.13,0.0959
KN-005-1082,22772.73,24861.32,0.4219,11640.0,6013.04,0.0685,0.0548,21254.9,24679.42,0.1397
LA-014-1156,25107.53,25065.33,0.2548,14846.15,5885.66,0.0356,0.0548,22410.26,24291.78,0.1068
LA-002-1096,22758.24,23558.13,0.2493,10272.73,5691.95,0.0603,0.0438,21468.75,25115.2,0.0877
KN-006-1221,18834.86,19597.58,0.2986,8347.83,4074.41,0.063,0.0575,18595.74,21707.2,0.1288
EN-004-1036,22613.64,24919.98,0.6027,11560.98,6004.37,0.1123,0.126,24554.22,28895.21,0.2274
EN-001-1057,19726.85,20478.11,0.5918,11327.27,6046.29,0.1507,0.1644,18409.09,21685.65,0.2411
KN-004-1049,22358.33,25205.64,0.3288,10095.24,5974.15,0.0575,0.0685,23146.34,26547.66,0.1123
FC-001-1047,21583.33,24840.0,1.0192,9545.45,7292.11,0.1808,0.1781,26971.01,30139.81,0.3781
LA-010-1265,25659.79,23426.25,0.2658,10900.0,5844.83,0.0822,0.0575,24342.11,29533.56,0.1041
LA-005-1120,25120.0,25302.72,0.274,11086.96,5656.16,0.063,0.0575,20805.56,26536.03,0.0986
EN-006-1054,20298.04,23933.75,0.6986,10363.64,5185.36,0.1205,0.1342,18011.76,20820.37,0.2329
LA-013-1067,24163.04,24585.03,0.2521,13210.53,6106.27,0.0521,0.063,22333.33,18300.73,0.0904
KN-010-1182,21421.57,21886.94,0.2795,9720.0,4756.75,0.0685,0.0685,23638.3,25576.34,0.1288
RI-001-1098,18649.04,21451.37,0.5699,12000.0,5884.3,0.0904,0.1096,21380.95,23745.08,0.2301
FC-003-1026,22863.91,24118.14,0.926,11150.68,7017.18,0.2,0.2356,19192.0,23328.89,0.3425
FC-001-1043,21472.78,23771.96,0.9562,9625.0,6635.52,0.2411,0.2055,21333.33,24316.78,0.4027
LA-001-1115,23237.11,23647.05,0.2658,13142.86,6199.08,0.0575,0.0575,26783.78,30162.65,0.1014
KN-002-1115,22081.08,23809.52,0.3041,12407.41,6084.4,0.074,0.0795,20925.93,22209.85,0.1479
LA-013-1216,21609.2,23056.23,0.2384,12000.0,6266.03,0.0548,0.0301,20764.71,21442.04,0.0932
EN-001-1059,20207.37,22675.21,0.5945,11406.25,5707.15,0.0877,0.126,19329.79,21930.19,0.2575
EN-001-1082,21973.57,24083.54,0.6219,12372.09,6141.29,0.1178,0.1315,20750.0,23698.1,0.263
RI-010-1084,20539.22,22800.13,0.5589,12122.45,5981.33,0.1342,0.1068,23513.16,27085.79,0.2082
KN-001-1137,26041.32,27990.59,0.3315,11240.0,5847.22,0.0685,0.0849,21967.21,24721.09,0.1671
LA-005-1220,24010.42,26023.27,0.263,10529.41,6394.51,0.0466,0.0411,19194.44,20178.94,0.0986
LA-011-1157,22771.08,24965.5,0.2274,11448.28,6056.79,0.0795,0.0521,22212.77,25445.54,0.1288
RI-003-1037,21029.41,24413.9,0.5589,12173.91,6230.05,0.126,0.1288,18420.0,18476.4,0.274
EN-001-1072,21688.68,25549.46,0.5808,12369.57,5801.76,0.126,0.1014,17257.58,15117.3,0.1808
EN-007-1062,21979.84,23654.64,0.6795,10019.23,5282.19,0.1425,0.137,20967.74,22605.53,0.2548
LA-008-1068,22970.59,22643.8,0.2795,10476.19,5688.75,0.0575,0.0603,24219.51,28965.94,0.1123
RI-010-1080,18624.31,19205.39,0.4959,11785.71,6062.82,0.1151,0.1068,23025.32,26984.31,0.2164
FC-001-1014,20683.0,22792.55,0.9507,9150.0,6418.13,0.2192,0.2027,21983.61,22685.41,0.3342
KN-006-1029,18147.54,21473.29,0.3342,11676.47,6053.9,0.0932,0.0603,12521.74,10502.36,0.126
LA-011-1154,20899.08,24710.15,0.2986,9176.47,5399.48,0.0466,0.0493,29256.41,33883.48,0.1068
LA-004-1019,22313.73,22909.63,0.2795,12360.0,5551.88,0.0685,0.0356,18119.05,19783.22,0.1151
FC-002-1044,23509.26,25221.31,0.8877,9681.82,6174.79,0.1808,0.1589,20311.59,22462.23,0.3781
LA-010-1175,20955.36,23501.73,0.3068,11380.95,5817.87,0.0575,0.0411,23000.0,26143.13,0.1151
EN-009-1044,22210.08,24324.94,0.6521,11914.29,5710.52,0.0959,0.1452,20393.62,18028.78,0.2575
EN-001-1070,22212.5,24214.19,0.6575,11702.13,5959.7,0.1288,0.0986,23712.64,26625.7,0.2384
LA-011-1194,18824.74,20193.34,0.2658,11764.71,5717.62,0.0466,0.0521,29666.67,27278.46,0.0986
LA-013-1183,27705.36,26669.7,0.3068,10380.95,5766.07,0.0575,0.0575,16742.86,14947.64,0.0959
RI-001-1117,19422.41,20549.87,0.6356,10173.91,5482.64,0.063,0.1151,20130.43,23513.95,0.2521
RI-006-1068,17510.1,16782.5,0.5425,11395.35,5932.72,0.1178,0.1397,21795.18,22816.75,0.2274
EN-004-1039,22551.18,24861.58,0.6959,12400.0,6161.1,0.137,0.1068,17753.09,18835.82,0.2219
LA-013-1005,24813.73,25470.13,0.2795,10636.36,5473.27,0.0603,0.0356,22580.65,26059.9,0.0849
KN-009-1184,21205.61,22052.57,0.2932,10842.11,4991.81,0.0521,0.063,21644.44,23284.95,0.1233
LA-012-1219,28888.89,30821.5,0.2466,9611.11,5135.1,0.0493,0.0712,22058.82,20721.74,0.0932
KN-001-1071,17247.31,17789.63,0.2548,11312.5,6247.33,0.0438,0.0603,19600.0,24561.06,0.1233
LA-010-1186,21975.31,24021.33,0.2219,15272.73,5442.26,0.0301,0.0548,18894.74,22887.26,0.1041
KN-008-1149,18821.43,24095.61,0.3068,10103.45,6343.42,0.0795,0.0877,17490.57,23148.87,0.1452
KN-009-1115,17348.84,19849.3,0.3534,10931.03,5470.25,0.0795,0.063,15285.71,12841.03,0.1151
EN-007-1078,23695.31,27183.92,0.7014,11452.38,5687.82,0.1151,0.126,20951.22,17851.17,0.2247
LA-005-1263,20870.0,19120.91,0.274,11714.29,6514.13,0.0767,0.063,17026.32,19600.73,0.1041
LA-011-1063,17932.69,19152.56,0.2849,11380.95,5809.27,0.0575,0.0466,25294.12,30466.6,0.0932
KN-002-1096,23162.16,26902.36,0.3041,10952.38,6094.88,0.0575,0.0767,22958.33,28043.25,0.1315
RI-003-1092,19469.7,21281.45,0.5425,10044.44,4912.67,0.1233,0.1205,27611.94,28423.18,0.1836
EN-003-1092,19213.39,20822.19,0.6548,11021.28,5534.44,0.1288,0.137,20777.78,22488.34,0.2712
KN-001-1148,24712.87,29814.54,0.2767,11291.67,5401.12,0.0658,0.0603,23125.0,26178.97,0.0877
RI-001-1094,21485.98,24616.63,0.5863,11980.39,5921.12,0.1397,0.1425,16644.74,20203.43,0.2082
RI-002-1101,21555.05,23396.39,0.5973,12190.48,5420.1,0.1151,0.1233,21355.93,23771.01,0.1616
RI-005-1108,23326.63,25766.61,0.5452,12166.67,6120.4,0.1151,0.0932,22444.44,25956.69,0.2219
EN-001-1077,22429.25,25227.11,0.5808,11625.0,5727.52,0.1096,0.1479,17758.24,20010.74,0.2493
RI-007-1002,20500.0,23348.44,0.6247,12102.56,6150.72,0.1068,0.0877,22026.32,22484.94,0.2082
KN-010-1114,20305.08,21250.04,0.3233,10666.67,5121.71,0.0658,0.0685,23150.0,23646.49,0.1096
EN-005-1020,19644.0,22157.28,0.6849,10534.88,5803.73,0.1178,0.1014,21625.0,25389.85,0.2849
LA-014-1224,22242.42,23553.28,0.2712,10333.33,5305.18,0.0658,0.0521,16357.14,17690.87,0.1151
LA-002-1057,20806.12,19694.92,0.2685,14250.0,6077.16,0.0329,0.0493,16325.0,16836.14,0.1096
RI-010-1108,23162.79,24146.9,0.4712,12977.78,5952.42,0.1233,0.1315,26120.0,27409.78,0.2055
LA-006-1010,24971.83,24821.63,0.1945,11105.26,5596.57,0.0521,0.0575,18411.76,23215.87,0.0932
KN-002-1156,20956.52,21932.17,0.3781,13133.33,5914.47,0.0411,0.0521,27244.9,30183.14,0.1342
RI-009-1040,21962.26,22758.33,0.5808,10911.76,6126.78,0.0932,0.074,16740.74,15758.15,0.2219
LA-002-1152,26779.07,27948.86,0.2356,13409.09,6284.21,0.0603,0.0384,20829.27,28408.54,0.1123
LA-009-1257,24173.55,24571.22,0.3315,8500.0,4322.52,0.0548,0.0521,19146.34,19874.05,0.1123
LA-005-1191,24616.82,27268.28,0.2932,12285.71,6412.04,0.0575,0.0658,20583.33,19705.51,0.0986
RI-007-1105,19442.31,22117.97,0.5699,13627.91,6141.29,0.1178,0.126,21433.73,23417.83,0.2274
KN-006-1040,18573.64,20023.34,0.3534,10904.76,5476.36,0.0575,0.0932,24780.0,25003.09,0.137
EN-004-1018,21690.08,24504.53,0.663,10763.16,5767.73,0.1041,0.1315,21290.7,22149.69,0.2356
EN-006-1057,20864.04,23643.72,0.6247,10511.63,5586.43,0.1178,0.1644,20329.55,21024.19,0.2411
LA-009-1261,20943.93,23964.53,0.2932,10952.38,6037.19,0.0575,0.0438,19421.05,20437.95,0.1041
KN-006-1016,19990.65,23920.27,0.2932,11791.67,6100.46,0.0658,0.0712,21653.85,22218.07,0.1425
EN-002-1003,21995.17,24097.8,0.5671,11342.11,5478.59,0.1041,0.0959,16788.24,19855.49,0.2329
EN-006-1093,21095.44,23841.56,0.6603,11911.76,6234.64,0.0932,0.126,18716.22,18813.81,0.2027
KN-006-1239,21343.28,24130.32,0.3671,12066.67,6302.34,0.0822,0.0575,16305.56,14843.6,0.0986
EN-005-1071,21026.32,23548.23,0.6247,11411.76,5848.68,0.1397,0.1205,22096.77,23634.93,0.2548
LA-004-1037,23731.96,24510.42,0.2658,11608.7,5914.08,0.063,0.0466,19952.38,22872.87,0.1151
KN-005-1187,20380.0,22575.48,0.274,11857.14,5452.39,0.0575,0.063,20476.19,16794.65,0.1151
KN-006-1055,25133.93,26856.14,0.3068,12652.17,6190.97,0.063,0.0521,17444.44,16906.9,0.1233
RI-001-1113,20782.38,23196.27,0.5288,10847.83,5509.46,0.126,0.0959,18183.67,19161.47,0.2685
RI-009-1083,22619.47,24025.66,0.6192,12757.58,5722.93,0.0904,0.1479,20088.61,20120.91,0.2164
KN-006-1232,21135.14,22557.19,0.3041,12120.0,6193.55,0.0685,0.0603,22147.54,23712.75,0.1671
RI-001-1125,20734.81,22464.45,0.4959,10763.16,5434.79,0.1041,0.1096,22657.89,25356.42,0.2082
RI-005-1043,22881.19,26281.21,0.5534,9804.88,4996.1,0.1123,0.1041,22709.3,25497.34,0.2356
FC-003-1016,24131.51,25737.24,1.0,9213.33,6814.72,0.2055,0.1644,19457.14,20957.09,0.3836
KN-004-1170,17760.33,17571.3,0.3315,9347.83,4568.75,0.063,0.0603,20342.11,23942.81,0.1041
EN-008-1004,22915.49,25812.69,0.5836,11081.08,5746.39,0.1014,0.1178,23351.65,22641.35,0.2493
EN-003-1094,21419.64,22669.25,0.6137,12000.0,6243.04,0.1151,0.1589,17141.51,19719.19,0.2904
LA-015-1075,21626.26,23037.5,0.2712,11250.0,5429.3,0.0329,0.0493,28914.29,28250.32,0.0959
FC-001-1004,22940.0,25510.81,0.9589,9962.5,7189.03,0.2192,0.1918,19000.0,22233.97,0.3479
EN-008-1009,19757.09,22532.49,0.6767,13179.49,6524.74,0.1068,0.1123,21967.03,22248.32,0.2493
KN-004-1053,20880.34,20744.82,0.3205,10391.3,5425.02,0.063,0.0521,20490.91,19252.58,0.1507
LA-015-1115,20505.75,22934.63,0.2384,7857.14,3997.25,0.0384,0.0603,18053.57,20926.21,0.1534
EN-004-1090,21903.61,24171.07,0.6822,11888.89,6038.6,0.1233,0.1233,23015.15,27541.01,0.1808
KN-003-1141,23071.43,26699.77,0.3068,13391.3,6050.84,0.063,0.0712,17825.0,14847.75,0.1096
RI-006-1025,19849.25,21703.4,0.5452,11660.0,5698.59,0.137,0.1068,23888.89,23564.27,0.2219
EN-007-1033,22701.83,25337.68,0.5973,10055.56,5037.28,0.1479,0.1178,19688.17,20630.27,0.2548
KN-003-1191,20669.81,20219.14,0.2904,12448.28,6138.79,0.0795,0.0603,20754.72,20227.46,0.1452
EN-003-1007,19583.67,19052.29,0.6712,11625.0,5758.77,0.1096,0.1479,19960.4,21943.53,0.2767
KN-008-1110,18150.0,21604.98,0.274,10357.14,5513.72,0.0384,0.0575,20833.33,24589.68,0.1315
LA-010-1266,20813.33,22754.09,0.2055,10333.33,4789.69,0.0493,0.0575,19588.24,21721.54,0.0932
LA-011-1175,20494.62,22056.07,0.2548,10900.0,5655.92,0.0548,0.0438,21789.47,21461.67,0.1041
LA-005-1289,24440.86,25297.56,0.2548,13333.33,6035.25,0.0329,0.0603,21977.78,27745.18,0.1233
LA-002-1091,19411.11,15641.27,0.2466,11200.0,6040.22,0.0548,0.0548,21377.78,20517.5,0.1233
LA-015-1102,22862.39,25477.83,0.2986,12388.89,6362.93,0.0493,0.063,21846.15,24712.6,0.1068
EN-009-1037,18697.25,20735.78,0.5973,12384.62,6020.08,0.1425,0.1233,15451.61,16748.47,0.2548
KN-006-1128,19032.79,21067.36,0.3342,10920.0,5446.1,0.0685,0.0548,17152.17,18156.07,0.126
KN-008-1103,21914.73,23625.34,0.3534,13700.0,6009.64,0.0548,0.063,22951.22,24246.6,0.1123
KN-005-1218,19194.44,22035.34,0.3945,11300.0,6044.57,0.0548,0.0603,23789.47,28087.07,0.1562
EN-005-1034,20603.69,21699.75,0.5945,11651.16,6082.31,0.1178,0.1479,18601.94,20073.56,0.2822
RI-006-1021,19262.14,20206.23,0.5644,11828.57,5772.58,0.0959,0.1288,21329.79,22281.86,0.2575
EN-006-1085,19782.05,22914.65,0.6411,11465.12,5889.25,0.1178,0.1315,19360.0,21532.46,0.274
LA-010-1168,23602.15,25477.24,0.2548,13695.65,6277.19,0.063,0.0493,20081.08,23740.94,0.1014
KN-005-1067,20509.43,22537.27,0.2904,13000.0,6144.1,0.0466,0.0712,24238.1,23223.0,0.1151
EN-007-1050,19927.97,23653.51,0.6466,11807.69,5746.4,0.1425,0.1205,15414.89,15819.83,0.2575
KN-007-1003,18394.96,20397.0,0.326,10562.5,5853.42,0.0438,0.0548,25957.45,24084.96,0.1288
EN-002-1056,19902.56,21751.31,0.5342,11181.82,5715.23,0.1205,0.1014,15946.81,16076.01,0.2575
